code_module,code_presentation,id_student,sum_click,date,studied_credits,num_of_prev_attempts,module_presentation_length,final_result
EEE,2014B,625884,312,7,60,0,241,Withdrawn
CCC,2014J,499848,845,39,90,0,269,Fail
CCC,2014B,632487,7,2,60,0,241,Withdrawn
BBB,2013J,30091,1332,64,60,0,268,Pass
EEE,2013J,242858,2720,170,60,0,268,Pass
FFF,2014J,230947,132,11,90,0,269,Fail
BBB,2013J,569862,442,51,60,0,268,Pass
CCC,2014B,532350,2437,56,30,0,241,Pass
CCC,2014J,569049,152,10,150,0,269,Withdrawn
DDD,2013B,2248715,1079,79,90,1,240,Pass
DDD,2013J,2305957,53,4,150,0,261,Withdrawn
FFF,2014J,698233,5,3,150,0,269,Withdrawn
CCC,2014J,519879,105,7,60,0,269,Withdrawn
DDD,2013J,597178,170,13,60,0,261,Withdrawn
DDD,2014J,550380,536,65,60,1,262,Fail
GGG,2013J,586660,524,27,30,0,261,Pass
BBB,2013J,1993672,217,10,60,4,268,Withdrawn
EEE,2013J,576481,1,1,60,0,268,Withdrawn
CCC,2014B,609515,926,81,60,0,241,Pass
EEE,2013J,110461,12,1,80,0,268,Withdrawn
CCC,2014J,360483,127,11,90,0,269,Withdrawn
GGG,2014B,118474,474,38,60,1,241,Distinction
CCC,2014J,443964,4950,114,60,0,269,Distinction
DDD,2014B,2669736,2189,110,60,0,241,Pass
FFF,2013J,483724,1337,45,60,1,268,Fail
BBB,2014B,606313,13023,239,75,0,234,Pass
AAA,2014J,306646,144,19,60,0,269,Pass
AAA,2013J,180753,2012,157,120,0,268,Pass
GGG,2013J,605977,477,47,30,0,261,Distinction
DDD,2013J,263524,49,9,60,1,261,Fail
FFF,2014B,623474,352,26,60,0,241,Fail
DDD,2013J,591891,1995,137,60,0,261,Pass
FFF,2014B,550498,295,19,60,0,241,Fail
DDD,2013J,250644,370,41,90,0,261,Withdrawn
GGG,2014J,674467,117,14,30,0,269,Withdrawn
BBB,2014J,648131,88,4,60,0,262,Fail
GGG,2013J,396145,571,35,30,0,261,Pass
BBB,2014J,631266,162,11,75,0,262,Fail
CCC,2014B,445917,2166,83,90,0,241,Distinction
CCC,2014J,624156,2109,113,60,0,269,Fail
CCC,2014J,682569,1377,136,120,0,269,Pass
FFF,2014J,656791,7482,208,90,0,269,Pass
CCC,2014B,540686,4416,152,60,0,241,Pass
CCC,2014B,507523,710,70,60,0,241,Pass
DDD,2013J,600478,1448,135,60,0,261,Pass
AAA,2013J,106577,733,47,60,0,268,Pass
BBB,2014J,603121,34,3,60,0,262,Fail
DDD,2014J,656526,669,83,60,0,262,Distinction
FFF,2013J,561889,2867,87,60,0,268,Pass
CCC,2014B,518862,962,70,60,0,241,Pass
BBB,2014J,692484,942,32,60,0,262,Pass
EEE,2014B,494872,984,33,30,0,241,Fail
CCC,2014J,572588,204,11,60,0,269,Withdrawn
FFF,2014J,652769,224,12,60,0,269,Fail
FFF,2013J,303937,2,1,60,0,268,Fail
DDD,2013B,2611779,2033,142,60,0,240,Fail
CCC,2014J,599491,2996,170,30,0,269,Fail
FFF,2014J,527619,90,11,90,1,269,Withdrawn
BBB,2013J,571907,473,49,60,0,268,Pass
DDD,2013B,537658,949,85,60,0,240,Pass
DDD,2013B,558488,436,50,60,0,240,Fail
FFF,2014J,2272023,816,40,60,0,269,Withdrawn
FFF,2013B,539332,4024,143,60,0,240,Pass
GGG,2013J,590028,43,4,30,0,261,Withdrawn
GGG,2013J,584299,927,81,30,0,261,Pass
BBB,2013B,555309,1915,88,60,0,240,Pass
CCC,2014J,650085,120,10,90,0,269,Withdrawn
GGG,2014B,605445,613,37,60,1,241,Pass
FFF,2014J,683772,1034,36,60,0,269,Withdrawn
FFF,2013J,565469,487,31,120,0,268,Withdrawn
DDD,2014J,633574,1677,92,120,0,262,Pass
DDD,2013J,2358707,2094,155,120,0,261,Pass
BBB,2014J,613135,285,26,60,0,262,Fail
EEE,2014B,597909,1357,68,60,0,241,Pass
GGG,2013J,602655,12,1,60,0,261,Withdrawn
DDD,2014B,320593,36,2,60,0,241,Fail
EEE,2014B,571389,481,26,60,0,241,Withdrawn
BBB,2014B,628762,87,8,60,0,234,Withdrawn
FFF,2013J,604879,4914,177,120,0,268,Distinction
FFF,2013J,523971,1485,48,60,1,268,Fail
CCC,2014B,617355,3760,175,60,0,241,Pass
FFF,2013J,568450,3963,118,60,0,268,Pass
DDD,2013J,40419,560,33,60,1,261,Pass
CCC,2014J,656026,44,5,120,0,269,Withdrawn
GGG,2014J,642968,491,26,30,0,269,Pass
FFF,2014J,643754,8203,198,60,0,269,Distinction
DDD,2014J,653171,745,72,60,0,262,Fail
FFF,2013J,581700,119,6,90,0,268,Fail
BBB,2013J,610750,709,46,60,0,268,Distinction
CCC,2014J,470253,113,7,90,0,269,Withdrawn
DDD,2013B,2451672,719,48,60,0,240,Fail
CCC,2014B,285475,1127,83,160,0,241,Pass
DDD,2014J,641253,1405,122,120,0,262,Pass
GGG,2013J,581889,658,34,30,0,261,Fail
DDD,2014J,381439,230,23,60,0,262,Withdrawn
CCC,2014B,2252437,197,14,60,0,241,Withdrawn
FFF,2013J,588261,8258,189,60,0,268,Pass
GGG,2014B,579692,945,46,120,1,241,Pass
DDD,2013J,586609,416,29,60,0,261,Withdrawn
GGG,2014B,628849,6,1,90,0,241,Fail
DDD,2014B,629706,202,11,60,0,241,Withdrawn
BBB,2014B,334981,221,10,120,6,234,Distinction
CCC,2014B,613387,21,4,60,0,241,Fail
FFF,2014J,105939,2900,99,60,0,269,Pass
GGG,2014B,1882021,968,38,30,0,241,Pass
EEE,2013J,571711,125,3,60,0,268,Withdrawn
DDD,2013B,470921,1628,141,60,0,240,Fail
BBB,2014J,683548,590,38,60,0,262,Fail
FFF,2014B,1683803,6437,206,120,0,241,Pass
DDD,2014J,637075,230,17,60,0,262,Withdrawn
CCC,2014J,592625,1003,65,90,0,269,Pass
CCC,2014J,606036,199,6,90,0,269,Withdrawn
GGG,2014J,674750,4,1,60,0,269,Withdrawn
CCC,2014J,145490,1121,59,180,0,269,Fail
BBB,2014B,624738,738,59,60,0,234,Pass
BBB,2013J,529163,12,1,60,1,268,Withdrawn
BBB,2014B,630476,68,13,60,0,234,Withdrawn
CCC,2014J,675638,1236,92,120,0,269,Distinction
GGG,2013J,573554,255,18,30,0,261,Pass
AAA,2013J,135335,57,10,180,0,268,Withdrawn
FFF,2014J,683094,1981,90,60,0,269,Fail
EEE,2014J,647888,934,46,60,0,269,Distinction
BBB,2014J,579161,137,15,60,0,262,Pass
EEE,2014B,574508,2511,97,30,0,241,Pass
FFF,2013B,551688,1687,60,60,0,240,Fail
DDD,2014B,627333,808,59,120,0,241,Pass
FFF,2013J,326056,5,1,60,0,268,Withdrawn
FFF,2013J,559863,5044,152,60,0,268,Pass
FFF,2014J,675225,3016,111,120,0,269,Pass
DDD,2013J,501723,314,21,120,1,261,Withdrawn
FFF,2014J,626477,3796,158,180,0,269,Pass
BBB,2013J,589411,2057,100,60,0,268,Distinction
EEE,2013J,576750,1721,100,60,0,268,Pass
BBB,2014J,590416,442,31,60,1,262,Fail
EEE,2014J,632950,3225,161,30,0,269,Distinction
BBB,2014B,2291760,319,56,60,0,234,Pass
FFF,2013B,422087,4405,223,60,0,240,Distinction
EEE,2013J,607814,554,33,60,0,268,Fail
BBB,2014J,648194,1390,50,60,0,262,Pass
GGG,2014B,633608,412,25,30,0,241,Distinction
GGG,2013J,595335,2367,96,30,0,261,Distinction
CCC,2014B,2241036,244,16,30,0,241,Fail
BBB,2014J,1664280,1276,45,60,0,262,Pass
CCC,2014B,632900,762,48,60,0,241,Pass
BBB,2013B,559389,860,54,60,0,240,Pass
EEE,2014B,156594,2094,86,30,0,241,Pass
CCC,2014J,648161,2471,89,120,0,269,Pass
BBB,2013B,2303848,55,2,60,1,240,Withdrawn
EEE,2013J,342962,6374,184,60,0,268,Pass
CCC,2014B,593787,77,4,60,0,241,Fail
DDD,2013B,552661,2143,160,60,0,240,Pass
CCC,2014J,634309,276,22,30,0,269,Fail
DDD,2013J,589582,650,41,90,0,261,Withdrawn
FFF,2013J,604700,3696,113,60,0,268,Distinction
BBB,2013J,1467014,1292,141,60,0,268,Pass
BBB,2014J,690384,1045,72,120,0,262,Pass
DDD,2013B,472584,845,73,180,1,240,Pass
FFF,2013J,367510,1005,46,120,1,268,Withdrawn
EEE,2013J,1861793,10832,256,30,0,268,Distinction
BBB,2013J,414350,5410,187,330,1,268,Distinction
CCC,2014B,633243,270,22,120,0,241,Withdrawn
FFF,2014J,646138,2001,57,90,0,269,Pass
FFF,2014B,553032,839,38,120,0,241,Withdrawn
FFF,2013J,2680380,1636,38,60,1,268,Pass
CCC,2014J,611255,4692,197,60,0,269,Pass
DDD,2013B,2154361,521,34,90,1,240,Fail
DDD,2014B,354953,154,18,60,2,241,Withdrawn
FFF,2013J,2218693,4381,124,120,0,268,Pass
GGG,2014B,374266,1500,55,30,0,241,Distinction
DDD,2014J,361842,3,1,60,1,262,Fail
DDD,2013J,585098,1318,93,60,0,261,Pass
FFF,2014J,648685,4656,117,60,0,269,Distinction
BBB,2014B,561060,1815,136,120,0,234,Pass
DDD,2014B,445857,3138,179,60,0,241,Pass
GGG,2013J,587478,59,8,30,0,261,Fail
GGG,2013J,596301,243,14,30,0,261,Distinction
CCC,2014B,478977,270,22,60,0,241,Withdrawn
CCC,2014B,129638,921,47,30,0,241,Withdrawn
GGG,2013J,601465,704,32,30,0,261,Fail
AAA,2014J,2509639,1227,75,90,0,269,Pass
DDD,2014J,2509321,718,58,60,0,262,Pass
DDD,2014J,472073,836,97,60,0,262,Pass
DDD,2013J,553719,1080,75,60,0,261,Distinction
FFF,2013J,531953,12,1,90,0,268,Fail
CCC,2014J,604991,1120,20,60,0,269,Fail
FFF,2014B,1641117,3500,84,120,0,241,Pass
CCC,2014J,2316201,2669,194,60,0,269,Pass
DDD,2014J,645322,189,36,120,0,262,Withdrawn
FFF,2013B,536556,4771,106,60,0,240,Pass
BBB,2013B,547409,124,16,60,0,240,Fail
DDD,2013J,514852,133,6,60,0,261,Fail
BBB,2014J,698201,1065,59,60,0,262,Pass
FFF,2014J,170874,2126,98,60,0,269,Pass
FFF,2013B,549420,5907,159,60,0,240,Distinction
DDD,2013B,147307,221,11,60,1,240,Withdrawn
BBB,2013J,607097,1099,61,120,0,268,Pass
GGG,2014J,505762,557,49,30,0,269,Distinction
DDD,2014J,411549,1050,95,120,0,262,Fail
EEE,2013J,597573,1025,60,60,0,268,Pass
FFF,2014B,630748,826,20,60,0,241,Withdrawn
DDD,2013B,348790,1694,81,60,0,240,Withdrawn
DDD,2014J,617850,651,82,120,1,262,Pass
AAA,2013J,287548,483,47,120,0,268,Pass
FFF,2014J,677687,527,48,60,0,269,Fail
DDD,2014J,623968,3741,130,60,0,262,Pass
DDD,2014J,684095,913,102,90,0,262,Pass
BBB,2014J,640265,930,38,180,0,262,Withdrawn
GGG,2014B,626307,112,20,30,0,241,Withdrawn
CCC,2014B,2567038,1188,58,60,0,241,Pass
GGG,2014J,674890,967,78,30,0,269,Distinction
BBB,2013B,542543,177,14,60,0,240,Fail
BBB,2013J,573433,2280,176,60,0,268,Pass
GGG,2014B,612690,350,24,30,0,241,Pass
BBB,2013J,382979,2578,203,90,0,268,Distinction
DDD,2013B,251999,2482,114,280,1,240,Pass
FFF,2014J,683177,893,34,120,0,269,Withdrawn
DDD,2013J,485594,696,67,120,1,261,Fail
BBB,2013B,413984,508,43,60,1,240,Pass
BBB,2014J,638036,554,26,120,0,262,Withdrawn
GGG,2014B,624522,218,30,30,0,241,Pass
DDD,2013J,2094546,54,6,60,1,261,Withdrawn
CCC,2014B,489929,1998,110,60,0,241,Pass
BBB,2013B,553321,981,55,60,0,240,Distinction
BBB,2014B,627388,354,33,60,0,234,Distinction
DDD,2014J,578646,853,75,60,0,262,Pass
DDD,2014J,359657,547,38,120,0,262,Withdrawn
FFF,2014B,342234,2782,63,120,0,241,Pass
FFF,2014B,2413895,3,2,90,1,241,Fail
FFF,2014B,2058815,3941,60,90,0,241,Withdrawn
FFF,2013J,581135,10898,266,60,0,268,Pass
BBB,2014J,2321660,234,21,60,0,262,Pass
DDD,2014B,605652,321,26,180,1,241,Pass
BBB,2014B,633603,567,58,60,0,234,Fail
GGG,2014J,637067,271,15,30,0,269,Pass
CCC,2014J,694472,411,43,150,0,269,Pass
BBB,2013B,534086,540,48,60,0,240,Fail
DDD,2013B,513396,486,35,180,1,240,Fail
GGG,2014J,698460,2873,133,30,0,269,Pass
BBB,2013J,604196,495,43,60,0,268,Pass
BBB,2013J,592624,97,28,120,0,268,Pass
FFF,2013J,544021,752,33,60,1,268,Withdrawn
EEE,2013J,586060,472,10,60,0,268,Fail
BBB,2014J,184972,1761,73,60,0,262,Pass
FFF,2013B,551602,2894,96,120,0,240,Pass
BBB,2013B,141823,276,25,120,0,240,Withdrawn
FFF,2014J,682613,2908,58,60,0,269,Pass
BBB,2013J,572898,639,40,120,0,268,Distinction
FFF,2014B,2583997,20,4,90,0,241,Fail
DDD,2013J,573602,2215,164,60,0,261,Fail
FFF,2014J,1683192,325,17,60,1,269,Withdrawn
FFF,2013J,578281,6647,183,150,0,268,Distinction
EEE,2013J,2187588,822,42,60,0,268,Withdrawn
GGG,2014B,629387,26,1,30,0,241,Withdrawn
FFF,2014B,505017,3744,100,60,1,241,Pass
DDD,2014B,415151,250,31,120,2,241,Fail
CCC,2014J,2112670,364,26,60,0,269,Withdrawn
FFF,2013J,489560,1896,76,150,0,268,Pass
AAA,2014J,328024,2444,125,60,0,269,Pass
FFF,2013B,411553,895,41,180,2,240,Fail
FFF,2013J,515574,883,36,60,1,268,Fail
BBB,2014B,625724,2102,193,60,0,234,Pass
BBB,2013B,531573,143,16,120,1,240,Fail
BBB,2013J,606458,232,18,60,0,268,Pass
FFF,2014B,603848,1683,77,120,1,241,Fail
BBB,2013J,424014,7,1,120,1,268,Withdrawn
AAA,2014J,2677624,1158,56,90,0,269,Pass
FFF,2013B,239540,3119,87,60,0,240,Pass
FFF,2013J,587881,2421,81,60,0,268,Withdrawn
CCC,2014J,643416,3,2,90,0,269,Withdrawn
BBB,2014J,616660,2523,99,60,0,262,Pass
DDD,2013J,587641,918,75,60,0,261,Pass
FFF,2014B,439896,1318,55,90,1,241,Withdrawn
CCC,2014J,574590,2463,117,60,0,269,Pass
FFF,2014J,508626,9143,266,60,0,269,Pass
DDD,2014B,152320,1829,105,60,0,241,Withdrawn
AAA,2014J,2630087,90,7,210,0,269,Withdrawn
DDD,2013B,506785,946,75,120,0,240,Pass
DDD,2014J,585832,1355,107,60,0,262,Pass
BBB,2014B,2641657,270,31,60,0,234,Pass
BBB,2014B,610416,1507,110,60,0,234,Pass
CCC,2014J,1076015,601,62,60,0,269,Pass
GGG,2014B,614142,77,15,30,0,241,Fail
FFF,2013B,512961,402,12,60,0,240,Fail
DDD,2013B,552921,1417,127,60,0,240,Distinction
GGG,2013J,587275,502,67,30,0,261,Fail
DDD,2014B,2608626,1727,138,60,0,241,Distinction
DDD,2014J,102221,1025,57,60,0,262,Pass
GGG,2013J,611058,142,20,30,0,261,Fail
BBB,2013B,548935,1363,129,60,0,240,Pass
DDD,2013B,492993,187,14,60,0,240,Fail
CCC,2014J,2588294,217,13,30,0,269,Withdrawn
DDD,2013J,1901764,458,25,180,0,261,Withdrawn
AAA,2013J,184271,1312,147,170,0,268,Pass
CCC,2014B,625841,240,21,60,0,241,Fail
FFF,2014J,652832,176,10,60,0,269,Withdrawn
FFF,2014J,636704,1719,64,120,0,269,Fail
EEE,2014B,613122,2849,73,60,0,241,Pass
EEE,2014J,481787,1120,98,60,0,269,Pass
CCC,2014J,625078,4,4,90,1,269,Withdrawn
DDD,2014B,600767,1361,100,60,0,241,Pass
BBB,2013J,611315,1832,94,60,0,268,Distinction
CCC,2014J,698299,1868,121,30,0,269,Distinction
GGG,2014J,569374,172,17,30,0,269,Fail
DDD,2014J,694634,388,45,60,0,262,Pass
CCC,2014J,695270,865,68,120,0,269,Pass
DDD,2014J,693488,945,90,90,0,262,Pass
DDD,2013B,235584,323,13,90,0,240,Fail
DDD,2013B,418490,4071,180,60,0,240,Pass
GGG,2014J,226879,1048,52,30,0,269,Distinction
BBB,2013B,505595,75,11,210,1,240,Withdrawn
AAA,2014J,603834,341,29,90,0,269,Pass
GGG,2014J,2640965,41,5,30,0,269,Fail
EEE,2014B,634578,1440,83,60,0,241,Withdrawn
CCC,2014B,2139037,1225,72,60,0,241,Distinction
BBB,2013B,539418,3874,189,120,0,240,Distinction
FFF,2013J,316061,220,14,180,0,268,Withdrawn
CCC,2014B,512353,135,10,150,0,241,Fail
FFF,2013B,465312,4570,133,120,1,240,Pass
FFF,2013B,540997,1043,37,60,0,240,Withdrawn
DDD,2013B,2543267,1917,36,60,0,240,Fail
DDD,2013J,610469,951,37,60,0,261,Withdrawn
FFF,2013B,534037,4328,118,60,0,240,Pass
BBB,2014B,307386,230,33,180,2,234,Pass
DDD,2014J,656826,204,27,120,0,262,Fail
CCC,2014B,612381,576,30,60,0,241,Withdrawn
FFF,2014B,551636,20,2,120,2,241,Withdrawn
DDD,2013J,2686578,827,85,90,0,261,Distinction
DDD,2014J,646359,656,75,150,0,262,Pass
FFF,2013J,139701,653,17,90,1,268,Fail
AAA,2013J,2645733,1596,125,180,0,268,Pass
EEE,2013J,608884,680,39,60,0,268,Pass
GGG,2014B,605375,594,24,60,1,241,Pass
EEE,2014B,266040,358,21,60,0,241,Withdrawn
EEE,2014J,676812,271,15,30,0,269,Fail
DDD,2013B,549795,1841,124,60,0,240,Pass
FFF,2013J,572589,766,45,60,0,268,Withdrawn
BBB,2014J,683592,960,41,60,0,262,Pass
DDD,2013B,233389,876,120,120,1,240,Fail
CCC,2014J,572816,120,11,90,0,269,Withdrawn
DDD,2013J,2561811,927,57,60,0,261,Withdrawn
EEE,2014J,683640,638,30,60,0,269,Withdrawn
DDD,2014B,629822,422,50,60,0,241,Pass
BBB,2013J,571779,1175,46,60,0,268,Pass
CCC,2014B,353660,137,16,30,0,241,Withdrawn
FFF,2013J,579038,4643,143,120,0,268,Pass
EEE,2014B,624469,2093,94,30,0,241,Pass
DDD,2014J,492480,408,60,60,0,262,Pass
BBB,2014B,2611847,108,8,60,0,234,Fail
BBB,2013J,610032,2333,98,60,0,268,Distinction
GGG,2014B,598564,71,5,30,0,241,Fail
FFF,2014J,644934,253,12,60,0,269,Withdrawn
FFF,2014B,2410519,4305,145,90,1,241,Distinction
FFF,2013J,550477,537,40,120,0,268,Fail
EEE,2014B,601386,1802,83,30,0,241,Pass
CCC,2014J,647518,1517,45,120,0,269,Withdrawn
DDD,2013B,535620,399,30,90,0,240,Fail
AAA,2014J,424577,2196,109,120,0,269,Pass
DDD,2014B,632504,67,4,60,0,241,Fail
BBB,2014B,521671,7,1,60,0,234,Fail
GGG,2014J,654062,277,12,30,0,269,Pass
BBB,2014J,677154,246,29,60,0,262,Fail
BBB,2013J,380205,133,18,60,2,268,Fail
BBB,2013B,549754,2074,81,60,0,240,Pass
DDD,2014J,652680,7147,211,60,0,262,Distinction
FFF,2013B,542635,5001,159,60,0,240,Pass
DDD,2014B,618131,140,8,60,0,241,Fail
GGG,2014B,627597,458,45,30,0,241,Pass
GGG,2014J,1689081,308,13,30,0,269,Pass
CCC,2014J,678419,878,67,60,0,269,Pass
CCC,2014J,353660,82,8,60,1,269,Withdrawn
BBB,2014B,2308564,144,10,60,0,234,Pass
CCC,2014J,579325,503,13,90,0,269,Withdrawn
CCC,2014J,697554,2,1,240,0,269,Withdrawn
FFF,2014J,651598,3565,165,60,0,269,Distinction
FFF,2014B,630937,2384,136,60,0,241,Distinction
BBB,2014J,1432518,359,27,120,0,262,Fail
CCC,2014B,633310,1788,49,60,0,241,Fail
FFF,2013J,585942,794,63,150,0,268,Fail
DDD,2013J,494667,1937,147,60,0,261,Pass
DDD,2014J,655816,1807,135,60,0,262,Pass
GGG,2014B,515051,407,34,30,0,241,Fail
BBB,2013J,199029,505,47,60,0,268,Distinction
FFF,2014J,632458,10674,245,60,0,269,Distinction
CCC,2014J,580916,1165,92,30,0,269,Pass
GGG,2014B,611489,1211,58,30,0,241,Distinction
BBB,2013B,182824,239,20,120,2,240,Pass
FFF,2013B,556659,6825,195,60,0,240,Pass
FFF,2014B,625500,111,2,60,0,241,Fail
DDD,2014B,624105,366,15,60,0,241,Fail
CCC,2014B,629560,432,25,60,0,241,Withdrawn
DDD,2014J,614912,32,6,60,0,262,Withdrawn
EEE,2013J,396631,2369,144,60,0,268,Pass
CCC,2014B,205398,1357,35,60,0,241,Fail
CCC,2014B,560784,261,16,60,0,241,Withdrawn
FFF,2013B,543155,1115,36,90,0,240,Withdrawn
DDD,2014J,466289,1049,104,90,0,262,Pass
DDD,2014B,386671,2261,179,150,0,241,Distinction
BBB,2014J,586134,572,36,60,0,262,Pass
BBB,2013J,560773,1307,82,120,0,268,Pass
DDD,2013J,577212,116,9,90,0,261,Fail
BBB,2014J,41547,1007,61,60,0,262,Pass
GGG,2014B,550662,157,14,30,0,241,Fail
EEE,2013J,402808,274,15,60,0,268,Withdrawn
AAA,2014J,337748,93,6,120,0,269,Withdrawn
CCC,2014J,492537,62,14,30,0,269,Fail
DDD,2014B,2558536,76,5,60,2,241,Withdrawn
FFF,2014J,648515,439,37,120,0,269,Fail
FFF,2014J,681452,1994,60,90,0,269,Pass
GGG,2014J,653495,641,30,30,0,269,Pass
FFF,2013J,592640,4578,136,90,0,268,Distinction
DDD,2013J,590811,476,67,60,0,261,Withdrawn
CCC,2014J,595106,972,68,60,0,269,Distinction
FFF,2014J,638515,1788,44,90,0,269,Pass
BBB,2014J,610405,917,47,60,0,262,Pass
DDD,2013J,433508,370,38,60,1,261,Pass
DDD,2013B,166342,810,56,60,0,240,Pass
FFF,2013J,608231,2337,68,120,0,268,Pass
DDD,2014J,694006,668,58,60,0,262,Pass
CCC,2014B,634671,1216,60,30,0,241,Pass
BBB,2013B,479060,8921,239,60,0,240,Distinction
BBB,2014J,698256,1457,64,60,0,262,Distinction
DDD,2013B,556721,1248,126,60,0,240,Pass
DDD,2014J,676642,62,7,60,0,262,Withdrawn
BBB,2014J,637238,1115,51,120,0,262,Pass
DDD,2013J,555422,93,7,180,0,261,Withdrawn
FFF,2013B,286067,116,7,180,1,240,Withdrawn
DDD,2014J,679255,234,23,60,0,262,Withdrawn
CCC,2014B,2522932,1837,97,150,0,241,Withdrawn
GGG,2014B,611612,578,43,60,0,241,Pass
FFF,2013J,604184,2357,88,120,0,268,Pass
BBB,2013J,599785,503,27,60,0,268,Pass
FFF,2014B,130992,2702,120,60,0,241,Pass
BBB,2014J,683054,43,3,240,0,262,Withdrawn
GGG,2014B,261342,241,16,30,0,241,Pass
BBB,2014J,692522,219,13,60,0,262,Pass
EEE,2014J,694735,671,32,120,0,269,Withdrawn
DDD,2013J,259951,283,29,60,0,261,Pass
FFF,2013B,371169,1449,56,60,0,240,Withdrawn
FFF,2013J,584673,119,14,120,0,268,Withdrawn
CCC,2014B,264159,1375,42,30,0,241,Pass
DDD,2014B,240486,2620,168,60,0,241,Pass
FFF,2013J,581616,4157,122,60,0,268,Fail
DDD,2013J,510873,895,89,120,1,261,Pass
GGG,2014J,677463,397,27,30,0,269,Distinction
BBB,2014J,376117,2,1,60,0,262,Withdrawn
FFF,2013J,608909,2010,72,60,0,268,Pass
BBB,2013J,613298,8,4,60,0,268,Withdrawn
DDD,2014B,634246,802,76,60,0,241,Pass
EEE,2014J,336014,730,48,120,0,269,Withdrawn
BBB,2013J,498635,386,70,60,1,268,Pass
CCC,2014B,381240,360,26,30,0,241,Fail
BBB,2013B,2608235,950,54,60,0,240,Pass
DDD,2014B,486022,1356,112,60,0,241,Pass
DDD,2014J,550142,401,45,60,2,262,Fail
CCC,2014J,567152,103,6,120,0,269,Withdrawn
BBB,2013B,152910,2194,133,60,0,240,Pass
BBB,2013J,587051,130,10,60,0,268,Fail
FFF,2013B,551311,2979,92,60,0,240,Pass
FFF,2013J,568987,659,19,120,0,268,Withdrawn
EEE,2013J,580372,436,18,60,0,268,Fail
FFF,2014B,2697630,1109,33,120,1,241,Pass
GGG,2014J,121182,92,8,30,0,269,Distinction
FFF,2014J,655416,164,21,60,0,269,Withdrawn
DDD,2014B,418453,1874,158,60,1,241,Pass
DDD,2014J,2204941,1435,111,60,0,262,Withdrawn
FFF,2014J,56637,5440,178,90,0,269,Distinction
CCC,2014B,622215,540,33,90,0,241,Fail
BBB,2014J,687154,3,2,60,0,262,Withdrawn
FFF,2014J,686344,4812,90,60,0,269,Pass
CCC,2014J,588842,1969,98,120,0,269,Pass
CCC,2014J,550545,715,55,90,1,269,Withdrawn
CCC,2014J,2677097,83,9,120,0,269,Withdrawn
BBB,2013J,598000,612,61,60,0,268,Pass
DDD,2013J,493207,350,29,60,0,261,Withdrawn
FFF,2013J,446746,243,8,60,1,268,Withdrawn
DDD,2014J,279117,243,38,60,0,262,Withdrawn
CCC,2014J,2345751,5620,273,60,0,269,Pass
CCC,2014B,625574,2762,112,60,0,241,Distinction
GGG,2014J,638699,825,74,30,0,269,Pass
FFF,2014B,156788,21,2,180,0,241,Withdrawn
DDD,2013B,52014,349,46,120,2,240,Fail
FFF,2013J,512725,12,3,120,1,268,Withdrawn
FFF,2014J,599297,207,16,120,1,269,Fail
FFF,2014B,515965,210,26,120,1,241,Fail
BBB,2014J,694792,918,60,120,0,262,Pass
GGG,2013J,585041,386,39,30,0,261,Pass
DDD,2014B,588198,1287,95,120,0,241,Pass
BBB,2014B,327641,141,16,60,0,234,Pass
CCC,2014J,603302,800,56,90,0,269,Withdrawn
BBB,2013J,579486,47,3,60,0,268,Withdrawn
DDD,2013J,583215,571,46,120,0,261,Withdrawn
EEE,2014J,646520,1399,73,60,0,269,Pass
CCC,2014J,499683,278,11,60,0,269,Withdrawn
FFF,2013B,528351,5019,132,120,1,240,Distinction
BBB,2013B,558662,592,38,60,0,240,Fail
DDD,2014B,626607,1610,147,60,0,241,Withdrawn
DDD,2013J,513853,4277,222,60,0,261,Pass
CCC,2014J,471580,2150,126,30,1,269,Pass
EEE,2014J,644480,1859,114,120,0,269,Pass
EEE,2014J,574565,293,18,60,0,269,Fail
GGG,2014B,2563715,509,40,30,0,241,Pass
FFF,2014J,684579,188,30,150,0,269,Withdrawn
BBB,2014J,641840,933,73,60,0,262,Pass
BBB,2013J,552883,54,6,120,0,268,Fail
EEE,2014B,577460,3771,104,60,1,241,Distinction
CCC,2014B,523061,709,43,120,0,241,Pass
EEE,2014J,689250,4133,133,30,0,269,Distinction
BBB,2013J,580684,318,42,120,0,268,Fail
BBB,2013J,2584834,462,47,60,1,268,Pass
BBB,2013B,2645061,1401,119,180,1,240,Pass
AAA,2014J,281077,895,74,60,0,269,Pass
BBB,2014J,641329,796,40,60,0,262,Fail
CCC,2014B,1568828,1290,112,30,0,241,Distinction
DDD,2013J,130467,1224,101,60,0,261,Pass
DDD,2014J,1812797,12,4,90,0,262,Withdrawn
BBB,2013J,375960,192,13,90,0,268,Pass
GGG,2014J,690044,898,59,30,0,269,Pass
DDD,2014J,635255,1683,146,60,0,262,Distinction
EEE,2013J,406121,1145,38,60,0,268,Pass
BBB,2013B,515311,666,65,120,1,240,Pass
CCC,2014B,2529663,795,24,30,0,241,Pass
FFF,2013J,571612,1150,39,120,0,268,Withdrawn
CCC,2014J,628806,58,10,60,0,269,Withdrawn
DDD,2014J,434767,576,41,120,1,262,Withdrawn
BBB,2014J,2172163,796,64,120,1,262,Pass
DDD,2013B,409880,191,13,90,0,240,Withdrawn
FFF,2013B,531709,3976,93,90,0,240,Distinction
FFF,2013B,2387054,6738,211,60,0,240,Distinction
